Transcript_ID	Gene_ID	Biotype	Translated_sample_number	Transcribed_sample_number	Translated_samples	Transcribed_samples
ENST00000289373.4	ENSG00000158164.6	protein_coding	5	6	SRR1976444,SRR3208864,SRR3208870,SRR3208871,SRR3208898	SRR1803190,SRR1562539,SRR1562541,SRR1562543,SRR1042900,SRR627621
ENST00000479763.5	ENSG00000186889.9	retained_intron	7	2	SRR970565,SRR1976443,SRR627625,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR627621,SRR1507056
ENST00000540124.5	ENSG00000171631.14	protein_coding	1	1	SRR3680966	SRR1173905
ENST00000370449.8	ENSG00000023839.10	protein_coding	7	7	SRR1551155,SRR1042900,SRR627625,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562542,SRR931815,SRR627620,SRR1630831,SRR1507056,SRR3208885
ENST00000541668.5	ENSG00000185480.11	processed_transcript	36	1	SRX474113,SRR1551165,SRR1551155,SRR935448,GSE48933,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539
ENST00000319098.5	ENSG00000178597.5	protein_coding	1	1	SRR3680967	SRR3208897
ENST00000220420.9	ENSG00000104055.14	protein_coding	3	2	SRR1803147,SRR1803188,SRR1803190	SRR1173905,SRR1562542
ENST00000538779.5	ENSG00000139144.9	protein_coding	1	1	SRR1562540	SRR1562543
ENST00000460390.6	ENSG00000187609.15	nonsense_mediated_decay	11	2	SRR1573939,SRR970538,SRR810100,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR627620,SRR627621
ENST00000503602.6	ENSG00000250132.6	antisense	4	6	SRR970565,SRR1976445,SRR1976446,SRR3208898	SRR1803153,SRR1551165,SRR1562539,SRR403889,SRR1042900,SRR627621
ENST00000553247.1	ENSG00000257219.5	lincRNA	4	4	SRR1976444,SRR1976445,SRR1976447,SRR1976448	SRR1562539,SRR1562540,SRR1562543,SRR1042900
ENST00000478603.5	ENSG00000148120.14	processed_transcript	16	1	SRR935449,SRR1573939,SRX870805,SRR970490,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976447,SRR810100,SRR3130940,SRR3130941,SRR1758379,SRR3208864,SRR3680969	SRR1042900
ENST00000381577.3	ENSG00000120217.13	protein_coding	30	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551155,SRR1562540,SRR935448,SRR935449,GSE48933,SRR1573939,SRR403889,SRR1910731,SRR1910735,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208898	SRR1562542
ENST00000344429.9	ENSG00000139910.19	protein_coding	25	1	SRX474113,SRR1551165,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRX870804,SRX870805,SRR403889,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000282549.6	ENSG00000115507.9	protein_coding	5	2	SRR970565,SRR1758378,SRR3208885,SRR3680967,SRR3680968	SRR627621,SRR627625
ENST00000608916.1	ENSG00000234129.7	lincRNA	1	1	SRR1976447	SRX870805
ENST00000469002.1	ENSG00000115935.16	processed_transcript	7	1	SRR935448,GSE48933,SRR1573939,SRR970538,SRR970587,SRR3208864,SRR3208871	SRX474113
ENST00000458310.1	ENSG00000175449.13	protein_coding	12	3	SRX474113,SRR1803151,SRX870805,SRR403889,SRR970490,SRR970538,SRR970565,SRR970588,SRR1630831,SRR1758379,SRR3680968,SRR3680969	SRR1551155,SRR1562539,SRR627620
ENST00000606714.5	ENSG00000225791.6	lincRNA	14	3	SRR1573939,SRX870805,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976448,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1562539,SRR1042900,SRR627620
ENST00000307128.5	ENSG00000172399.5	protein_coding	1	5	SRR627625	SRR1173905,SRR1803147,SRR1562539,SRR1562540,SRR1562542
ENST00000368223.3	ENSG00000132688.10	protein_coding	45	1	SRR1173905,SRX474113,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627621,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680968,SRR3680969	SRR1803153
ENST00000482342.1	ENSG00000177479.19	retained_intron	5	1	GSE48933,SRR970538,SRR1758378,SRR1758379,SRR3208898	SRR1562543
ENST00000538820.1	ENSG00000147166.10	protein_coding	2	19	SRR970538,SRR627625	SRR1173905,SRX474113,SRR1562539,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRR931815,SRR403889,SRR1042900,SRR970561,SRR970587,SRR1976444,SRR1976445,SRR1976446,SRR627621,SRR3208870,SRR3208885,SRR3680966
ENST00000543572.6	ENSG00000255819.7	nonsense_mediated_decay	4	1	SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000526177.5	ENSG00000158555.14	protein_coding	22	1	SRR1551155,GSE48933,SRX870805,SRR970565,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680968,SRR3680969	SRR1173905
ENST00000328599.4	ENSG00000183665.5	protein_coding	23	1	SRR1803153,SRR1551165,SRR1551155,SRR935449,SRR1573939,SRR403889,SRR970538,SRR970565,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR3130940,SRR3130941,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680969	SRR1042900
ENST00000502537.1	ENSG00000138639.17	processed_transcript	9	1	SRR1562540,SRR935449,GSE48933,SRR1976444,SRR1976445,SRR1976446,SRR627625,SRR3208864,SRR3208870	SRR1507056
ENST00000536311.5	ENSG00000196132.11	protein_coding	6	1	SRR3208864,SRR3208865,SRR3208870,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000357219.3	ENSG00000172738.11	retained_intron	9	1	SRR970490,SRR970538,SRR970565,SRR970588,SRR1976445,SRR1976446,SRR3208864,SRR3208870,SRR3208897	SRR1562539
ENST00000559138.5	ENSG00000080823.21	nonsense_mediated_decay	2	3	GSE48933,SRR1976444	SRR1562541,SRR1562542,SRR1562543
ENST00000633556.1	ENSG00000112297.14	protein_coding	29	3	SRR1803147,SRR1803151,SRR1803153,SRR1803188,SRR1803190,SRR1551155,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1910731,SRR1910735,SRR970538,SRR970565,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1173905,SRR1562542,SRR1562543
ENST00000482932.5	ENSG00000125462.16	processed_transcript	3	2	SRR3208871,SRR3208885,SRR3208886	SRX474113,SRR970588
ENST00000436022.2	ENSG00000114654.7	protein_coding	8	1	SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR931815
ENST00000274576.8	ENSG00000145888.10	protein_coding	4	4	SRR1562542,SRR3208865,SRR3208885,SRR3208897	SRX870805,SRR1042900,SRR970588,SRR1630831
ENST00000391802.1	ENSG00000129437.9	protein_coding	1	13	SRR403883	SRR1562539,SRR1562542,SRR1042900,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR627620,SRR627621,SRR627625,SRR810100,SRR3680966
ENST00000376477.5	ENSG00000102057.9	protein_coding	2	1	SRR1562542,SRR970565	SRR1042900
ENST00000550205.1	ENSG00000089159.15	processed_transcript	4	3	GSE48933,SRX870805,SRR3680966,SRR3680967	SRR1803186,SRR1562539,SRR1562543
ENST00000418046.1	ENSG00000128610.11	protein_coding	4	4	SRR931815,SRR3208864,SRR3208870,SRR3208886	SRR1562539,SRR1562542,SRR1562543,GSE48933
ENST00000251296.3	ENSG00000117154.11	protein_coding	4	1	SRR1562540,SRR1562541,SRR1562542,SRR1562543	SRR1042900
ENST00000290894.12	ENSG00000138606.19	protein_coding	17	1	SRR1803188,SRR1803190,SRR1562540,SRR1562542,GSE48933,SRX870805,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR627620
ENST00000570264.5	ENSG00000103528.16	protein_coding	4	2	SRR1562540,SRR3208865,SRR3208885,SRR3208898	SRR1173905,SRR1803153
ENST00000556937.5	ENSG00000100479.12	processed_transcript	22	3	SRX474113,SRR1803151,SRR1803190,SRR1573939,SRR403883,SRR403889,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976448,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3680966,SRR3680969	SRR1562540,SRR1562543,SRR1507056
ENST00000436908.5	ENSG00000161040.16	protein_coding	1	1	SRR3208865	SRR1803147
ENST00000593918.1	ENSG00000203326.10	protein_coding	1	2	SRR970538	SRR1562539,SRR1562542
ENST00000473883.5	ENSG00000180353.10	processed_transcript	7	2	SRR1562540,SRR1562542,SRR1562543,SRR931815,SRR403883,SRR403889,SRR627625	SRR1042900,SRR970565
ENST00000512504.1	ENSG00000162402.13	retained_intron	1	1	SRX870805	SRR627620
ENST00000539261.5	ENSG00000111341.9	protein_coding	9	4	SRR1562540,SRR1562541,SRR1562542,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588	SRR935449,SRX870804,SRR627625,SRR1630831
ENST00000495995.5	ENSG00000180098.9	processed_transcript	27	1	SRX474113,SRR1803151,SRR1803153,SRR1803190,SRR1551165,SRR935448,SRR1573939,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR1758379,SRR3208864,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1507056
ENST00000498069.5	ENSG00000166922.8	processed_transcript	2	1	SRR1976443,SRR1976444	SRR3208864
ENST00000480753.1	ENSG00000138434.16	retained_intron	33	1	SRR1803188,SRR935448,SRR935449,GSE48933,SRR1573939,SRR931815,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208870,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562540
ENST00000575268.1	ENSG00000174292.12	retained_intron	3	5	SRR1573939,SRR970588,SRR3680967	SRR1562539,SRR931815,SRR1976445,SRR627621,SRR627625
ENST00000507862.1	ENSG00000148541.12	processed_transcript	2	2	SRR3208864,SRR3208865	SRR1173905,SRR1042900
ENST00000443940.6	ENSG00000132749.10	protein_coding	12	3	SRX474113,SRR1573939,SRR970490,SRR970565,SRR970588,SRR1976443,SRR1976445,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562541,SRR627620,SRR627621
ENST00000598810.5	ENSG00000074219.13	protein_coding	16	1	SRR1551155,SRR935448,SRR403883,SRR970561,SRR970565,SRR970588,SRR1976445,SRR1976447,SRR1976448,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758379,SRR3208865,SRR3208885	SRR1562543
ENST00000448022.1	ENSG00000135272.9	protein_coding	18	1	SRR1573939,SRX870805,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR810100,SRR3208870,SRR3208871,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562543
ENST00000371500.7	ENSG00000174348.13	protein_coding	12	1	SRR1562543,SRR935448,SRR935449,SRR810100,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000614069.4	ENSG00000251247.9	protein_coding	11	1	SRX474113,SRX870805,SRR1976446,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208870,SRR3208871,SRR3208897,SRR3208898	SRR1562539
ENST00000535215.5	ENSG00000110900.14	protein_coding	2	1	SRR3208870,SRR3208897	SRR810100
ENST00000575411.2	ENSG00000167740.9	processed_transcript	5	1	SRR1562542,SRX870805,SRR970565,SRR1630831,SRR3208885	SRR1042900
ENST00000466486.1	ENSG00000123560.13	processed_transcript	6	1	SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208898	SRR1976447
ENST00000508756.2	ENSG00000153922.10	retained_intron	13	2	SRX474113,GSE48933,SRX870805,SRR970538,SRR970588,SRR1976443,SRR1976444,SRR1976447,SRR1976448,SRR3130940,SRR1758378,SRR1758379,SRR3680966	SRR1562539,SRR1562543
ENST00000296043.6	ENSG00000138771.14	protein_coding	46	1	SRR1173905,SRX474113,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562543
ENST00000609131.1	ENSG00000273061.1	lincRNA	6	6	SRX870805,SRR970565,SRR3208864,SRR3208870,SRR3208885,SRR3208897	SRR1803186,SRR1562539,SRR1562541,SRR403889,SRR1910731,SRR627621
ENST00000523571.1	ENSG00000003987.13	processed_transcript	6	1	SRR1562540,SRX870805,SRR3208865,SRR3208870,SRR3208885,SRR3208898	SRR970490
ENST00000469619.5	ENSG00000115648.13	retained_intron	5	1	SRR403889,SRR1976445,SRR1976446,SRR1976447,SRR1976448	SRR1562539
ENST00000410074.5	ENSG00000147459.17	protein_coding	21	3	SRR935448,SRR935449,SRR1573939,SRX870805,SRR403889,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR3208870,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562543,SRR627620
ENST00000339485.3	ENSG00000187650.3	protein_coding	12	4	SRR1803190,SRX870805,SRR970565,SRR810100,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1562539,SRR1562541,SRR627620,SRR627621
ENST00000495787.1	ENSG00000134463.14	processed_transcript	1	1	SRR970565	SRR3680969
ENST00000530775.1	ENSG00000173898.11	retained_intron	4	1	SRR970490,SRR970538,SRR970587,SRR970588	SRR1803151
ENST00000467665.1	ENSG00000182600.9	retained_intron	4	1	SRR3208897,SRR3208898,SRR3680966,SRR3680967	SRR1042900
ENST00000462182.1	ENSG00000172943.18	processed_transcript	2	1	SRX870805,SRR970538	SRR627621
ENST00000295902.10	ENSG00000163637.11	protein_coding	29	1	SRX474113,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,GSE48933,SRR931815,SRX870805,SRR970538,SRR970565,SRR1976443,SRR1976444,SRR1976445,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000431182.1	ENSG00000232044.6	lincRNA	2	3	SRR3208864,SRR3208870	SRR1562539,SRR1562541,SRR1562543
ENST00000377939.4	ENSG00000158286.12	protein_coding	15	1	SRR1803151,SRR1803188,SRR1803190,GSE48933,SRR970538,SRR970565,SRR1976445,SRR1976448,SRR3208864,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680966,SRR3680967	SRR1042900
ENST00000188790.8	ENSG00000078098.13	protein_coding	17	1	SRR1551155,SRR935449,SRR970490,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1758378,SRR1758379	SRR1562543
ENST00000546970.5	ENSG00000161642.17	protein_coding	18	1	SRR1803147,SRR1803151,SRR1803153,SRR1803188,SRR1551155,SRR1562542,SRX870805,SRR1976444,SRR3130940,SRR3208864,SRR3208865,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680969	SRR403883
ENST00000310160.7	ENSG00000174951.10	protein_coding	9	2	SRR970565,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966	SRR1562543,SRR403883
ENST00000515206.5	ENSG00000063438.16	protein_coding	10	1	SRR1803151,SRR1803188,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR1976444,SRR810100,SRR1758378	SRR931815
ENST00000331536.7	ENSG00000005469.11	protein_coding	14	1	SRX474113,SRR1803190,SRR1551155,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRX870805,SRR403889,SRR970490,SRR970538,SRR3130941,SRR3208871,SRR3680967	SRR1042900
ENST00000592072.1	ENSG00000126562.16	retained_intron	3	4	GSE48933,SRR403889,SRR1976446	SRR1803147,SRR931815,SRR970538,SRR970588
ENST00000402414.1	ENSG00000183891.5	protein_coding	17	1	SRX474113,SRR1803151,SRR1562542,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1630831,SRR1758378,SRR1758379,SRR3208898,SRR3680967,SRR3680968	SRR1562541
ENST00000503988.1	ENSG00000129187.14	protein_coding	7	1	SRX870805,SRR1976443,SRR1976445,SRR1976446,SRR810100,SRR3208885,SRR3208898	SRR1562542
ENST00000504474.5	ENSG00000237187.8	antisense	13	2	SRR403889,SRR970490,SRR970538,SRR970561,SRR1976443,SRR1976445,SRR1976447,SRR1976448,SRR3208865,SRR3208870,SRR3208871,SRR3208897,SRR3680967	SRR1803188,SRR1042900
ENST00000573153.5	ENSG00000070366.13	processed_transcript	2	1	SRR935448,SRR3208864	SRR1042900
ENST00000598644.5	ENSG00000163075.12	protein_coding	3	2	SRR3208865,SRR3208870,SRR3208897	SRR1562539,SRR1042900
ENST00000428711.1	ENSG00000106070.17	protein_coding	3	1	SRR1562540,SRR1976444,SRR1976447	SRR1042900
ENST00000449193.6	ENSG00000180592.16	protein_coding	13	2	SRX870804,SRX870805,SRR970561,SRR970565,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR627620,SRR627625
ENST00000498228.1	ENSG00000162390.17	processed_transcript	1	1	SRR3680966	SRR1042900
ENST00000466818.1	ENSG00000101187.15	processed_transcript	5	3	SRR403889,SRR970538,SRR970565,SRR1758378,SRR1758379	SRR1562539,SRR1562543,SRR627620
ENST00000439576.6	ENSG00000157766.15	protein_coding	2	1	SRR1551155,SRR1562542	SRR1042900
ENST00000454366.1	ENSG00000075218.18	protein_coding	53	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR1562542,SRR935448,SRR935449,GSE48933,SRR1573939,SRR931815,SRX870805,SRR403883,SRR403889,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539
ENST00000543115.5	ENSG00000111679.16	protein_coding	2	1	SRR1803147,SRR1803190	SRR970561
ENST00000409479.5	ENSG00000142102.15	protein_coding	6	3	SRR1803188,SRR1803190,GSE48933,SRX870805,SRR970565,SRR3680967	SRR1551165,SRR1562540,SRR1562541
ENST00000372330.3	ENSG00000100985.7	protein_coding	6	1	SRR1803151,SRR1803186,SRR1803188,SRR1551155,SRR1562542,GSE48933	SRR1562543
ENST00000458105.1	ENSG00000162733.16	protein_coding	5	1	GSE48933,SRR627625,SRR810100,SRR1758378,SRR1758379	SRR1173905
ENST00000484822.1	ENSG00000186350.9	processed_transcript	1	1	SRR3208871	SRR1042900
ENST00000615716.1	ENSG00000277851.1	lincRNA	1	2	SRR1562542	SRR1562539,SRR1562543
ENST00000439097.1	ENSG00000231920.1	antisense	4	3	SRR1562540,SRR3208864,SRR3208870,SRR3208871	SRR1551155,SRR1562543,SRR970587
ENST00000585670.5	ENSG00000131848.9	processed_transcript	7	4	SRX870805,SRR970538,SRR970565,SRR970588,SRR1976443,SRR3680967,SRR3680968	SRR1562542,SRR1910731,SRR627620,SRR627625
ENST00000324557.8	ENSG00000145194.17	protein_coding	42	2	SRX474113,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR935448,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208865,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562541
ENST00000611359.3	ENSG00000213096.9	protein_coding	32	1	SRX474113,SRR1803151,SRR1803188,SRR1803190,SRR1562540,SRR1562542,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970588,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR1630831,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680969	SRR1042900
ENST00000359478.6	ENSG00000197614.10	protein_coding	8	6	SRR1551155,SRR970538,SRR970561,SRR970565,SRR970588,SRR627625,SRR3680967,SRR3680968	SRR1803153,SRR1562539,SRR1562543,SRX870805,SRR627621,SRR3208871
ENST00000328668.7	ENSG00000183876.8	protein_coding	13	1	SRR1551155,SRR935448,SRR1573939,SRR970565,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR1758378,SRR1758379	SRR1173905
ENST00000554851.5	ENSG00000100479.12	retained_intron	1	2	SRX870805	SRR1562543,SRR1507056
ENST00000312504.9	ENSG00000174453.9	protein_coding	9	2	SRR1562540,SRR1562542,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1562543,SRX870805
ENST00000586475.5	ENSG00000171827.10	protein_coding	12	1	SRX474113,SRR1562540,SRX870805,SRR1976443,SRR1976444,SRR1976446,SRR1630831,SRR3208864,SRR3208871,SRR3208885,SRR3208886,SRR3208897	SRR1042900
ENST00000574215.5	ENSG00000163491.16	retained_intron	2	1	SRR1562540,SRR3680966	SRR935448
ENST00000356311.9	ENSG00000165698.15	protein_coding	21	1	SRX474113,SRR1562540,SRR1562542,SRR1573939,SRR970565,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR627625,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680969	SRR627620
ENST00000226247.2	ENSG00000109101.7	protein_coding	3	2	SRR970561,SRR3680967,SRR3680969	SRR1562542,SRR1042900
ENST00000428474.5	ENSG00000234663.5	lincRNA	1	2	SRR1803190	SRR627621,SRR3208865
ENST00000532088.1	ENSG00000129083.12	processed_transcript	11	1	SRX474113,GSE48933,SRX870804,SRR970538,SRR1976443,SRR1976447,SRR627625,SRR3130940,SRR1758378,SRR1758379,SRR3208870	SRR1562543
ENST00000373055.5	ENSG00000134690.10	protein_coding	47	2	SRX474113,SRR1803151,SRR1803186,SRR1803188,SRR1551165,SRR1551155,SRR1562542,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870804,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562543
ENST00000485797.2	ENSG00000005812.10	processed_transcript	2	1	SRX474113,SRR3208898	SRR627620
ENST00000602279.2	ENSG00000141098.12	protein_coding	22	1	SRX474113,SRR1551165,GSE48933,SRX870805,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR3130941,SRR1758378,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1042900
ENST00000602892.5	ENSG00000215386.10	lincRNA	15	1	SRR970561,SRR970565,SRR970587,SRR970588,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1507056
